ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001284267	D	EFCAB11	EF-hand calcium binding domain 11	Other	other	 	
NM_001284268	D	EFCAB11	EF-hand calcium binding domain 11	Other	other	 	
NM_001284269	D	EFCAB11	EF-hand calcium binding domain 11	Other	other	 	
NM_207307	 	EFCAB12	EF-hand calcium binding domain 12	Other	other	 	
NR_026587	D	EFCAB2	EF-hand calcium binding domain 2	Other	other	 	
NM_001290327	D	EFCAB2	EF-hand calcium binding domain 2	Other	other	 	
NM_032328	D	EFCAB2	EF-hand calcium binding domain 2	Other	other	 	
NM_001143943	D	EFCAB2	EF-hand calcium binding domain 2	Other	other	 	
NM_173503	D	EFCAB3	EF-hand calcium binding domain 3	Other	other	 	
NM_001144933	D	EFCAB3	EF-hand calcium binding domain 3	Other	other	 	
NR_046563	 	EFCAB6-AS1	EFCAB6 antisense RNA 1	Other	other	 	
NM_001171183	 	EFCAB9	EF-hand calcium binding domain 9	Other	other	 	
NM_024768	 	EFCC1	EF-hand and coiled-coil domain containing 1	Other	other	 	
NM_001039348	D	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	Extracellular Space	enzyme	 	
NM_001039349	D	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	Extracellular Space	enzyme	 	
NR_037718	D	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	Extracellular Space	other	 	
NM_016938	D	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	Extracellular Space	other	 	
NM_144715	 	EFHB	EF-hand domain family member B	Other	other	 	
NM_024329	 	EFHD2	EF-hand domain family member D2	Other	other	 	
NM_182685	D	EFNA1	ephrin-A1	Plasma Membrane	other	 	
NM_004428	D	EFNA1	ephrin-A1	Plasma Membrane	other	 	
NM_001405	 	EFNA2	ephrin-A2	Plasma Membrane	kinase	 	
NM_004952	 	EFNA3	ephrin-A3	Plasma Membrane	kinase	 	
NM_182689	D	EFNA4	ephrin-A4	Plasma Membrane	kinase	 	
NM_182690	D	EFNA4	ephrin-A4	Plasma Membrane	kinase	 	
NM_005227	D	EFNA4	ephrin-A4	Plasma Membrane	kinase	 	
NM_001962	 	EFNA5	ephrin-A5	Plasma Membrane	kinase	 	
NM_004429	 	EFNB1	ephrin-B1	Plasma Membrane	other	 	
NM_004093	 	EFNB2	ephrin-B2	Plasma Membrane	other	 	
NM_015137	 	EFR3A	EFR3 homolog A	Plasma Membrane	other	 	
NM_014971	 	EFR3B	EFR3 homolog B	Plasma Membrane	other	 	
NR_036652	 	EFTUD1P1	elongation factor Tu GTP binding domain containing 1 pseudogene 1	Other	other	 	
NM_030652	D	EGFL8	EGF-like-domain, multiple 8	Extracellular Space	other	 	
NR_037860	D	EGFL8	EGF-like-domain, multiple 8	Extracellular Space	other	 	
NM_001205301	D	EGFLAM	EGF-like, fibronectin type III and laminin G domains	Extracellular Space	other	 	
NM_182798	D	EGFLAM	EGF-like, fibronectin type III and laminin G domains	Extracellular Space	other	 	
NM_182801	D	EGFLAM	EGF-like, fibronectin type III and laminin G domains	Extracellular Space	other	 	
NM_152403	D	EGFLAM	EGF-like, fibronectin type III and laminin G domains	Extracellular Space	other	 	
NR_102750	D	EGFLAM-AS2	EGFLAM antisense RNA 2	Other	other	 	
NR_102749	D	EGFLAM-AS2	EGFLAM antisense RNA 2	Other	other	 	
NR_046219	 	EGFLAM-AS4	EGFLAM antisense RNA 4	Other	other	 	
NM_201284	D	EGFR	epidermal growth factor receptor	Plasma Membrane	kinase	cetuximab, AEE 788, panitumumab, BMS-599626, varlitinib, tesevatinib, bevacizumab/erlotinib, afatinib, nimotuzumab, necitumumab, icotinib, sapitinib, cetuximab/irinotecan, lapatinib/pazopanib, irinotecan/panitumumab, erlotinib/vismodegib, erlotinib/gemcitabine, lapatinib/letrozole, capecitabine/lapatinib, bevacizumab/panitumumab, bevacizumab/cetuximab, EGFR tyrosine kinase inhibitor, capecitabine/erlotinib, lapatinib/paclitaxel, rociletinib, AP26113, MEHD7945A, cabozantinib/erlotinib, osimertinib, poziotinib, HM61713, sym004, IMGN289, EGFR antisense DNA, EGF816, ASP8273, selatinib, 18F-PEG6-IPQA, lapatinib/trastuzumab, ABT-414, anti-EGFR monoclonal antibody GT-MAB 5.2-GEX, AZD3759, avitinib, PF-06747775, LY3164530, RG 14620, TAK-285, PF-06459988, tyrphostin A30, RG 13022, afatinib/cetuximab, canertinib, gefitinib, neratinib, PD 153035, lapatinib, vandetanib, erlotinib	
NM_201282	D	EGFR	epidermal growth factor receptor	Plasma Membrane	kinase	cetuximab, AEE 788, panitumumab, BMS-599626, varlitinib, tesevatinib, bevacizumab/erlotinib, afatinib, nimotuzumab, necitumumab, icotinib, sapitinib, cetuximab/irinotecan, lapatinib/pazopanib, irinotecan/panitumumab, erlotinib/vismodegib, erlotinib/gemcitabine, lapatinib/letrozole, capecitabine/lapatinib, bevacizumab/panitumumab, bevacizumab/cetuximab, EGFR tyrosine kinase inhibitor, capecitabine/erlotinib, lapatinib/paclitaxel, rociletinib, AP26113, MEHD7945A, cabozantinib/erlotinib, osimertinib, poziotinib, HM61713, sym004, IMGN289, EGFR antisense DNA, EGF816, ASP8273, selatinib, 18F-PEG6-IPQA, lapatinib/trastuzumab, ABT-414, anti-EGFR monoclonal antibody GT-MAB 5.2-GEX, AZD3759, avitinib, PF-06747775, LY3164530, RG 14620, TAK-285, PF-06459988, tyrphostin A30, RG 13022, afatinib/cetuximab, canertinib, gefitinib, neratinib, PD 153035, lapatinib, vandetanib, erlotinib	
NM_201283	D	EGFR	epidermal growth factor receptor	Plasma Membrane	kinase	cetuximab, AEE 788, panitumumab, BMS-599626, varlitinib, tesevatinib, bevacizumab/erlotinib, afatinib, nimotuzumab, necitumumab, icotinib, sapitinib, cetuximab/irinotecan, lapatinib/pazopanib, irinotecan/panitumumab, erlotinib/vismodegib, erlotinib/gemcitabine, lapatinib/letrozole, capecitabine/lapatinib, bevacizumab/panitumumab, bevacizumab/cetuximab, EGFR tyrosine kinase inhibitor, capecitabine/erlotinib, lapatinib/paclitaxel, rociletinib, AP26113, MEHD7945A, cabozantinib/erlotinib, osimertinib, poziotinib, HM61713, sym004, IMGN289, EGFR antisense DNA, EGF816, ASP8273, selatinib, 18F-PEG6-IPQA, lapatinib/trastuzumab, ABT-414, anti-EGFR monoclonal antibody GT-MAB 5.2-GEX, AZD3759, avitinib, PF-06747775, LY3164530, RG 14620, TAK-285, PF-06459988, tyrphostin A30, RG 13022, afatinib/cetuximab, canertinib, gefitinib, neratinib, PD 153035, lapatinib, vandetanib, erlotinib	
NM_005228	D	EGFR	epidermal growth factor receptor	Plasma Membrane	kinase	cetuximab, AEE 788, panitumumab, BMS-599626, varlitinib, tesevatinib, bevacizumab/erlotinib, afatinib, nimotuzumab, necitumumab, icotinib, sapitinib, cetuximab/irinotecan, lapatinib/pazopanib, irinotecan/panitumumab, erlotinib/vismodegib, erlotinib/gemcitabine, lapatinib/letrozole, capecitabine/lapatinib, bevacizumab/panitumumab, bevacizumab/cetuximab, EGFR tyrosine kinase inhibitor, capecitabine/erlotinib, lapatinib/paclitaxel, rociletinib, AP26113, MEHD7945A, cabozantinib/erlotinib, osimertinib, poziotinib, HM61713, sym004, IMGN289, EGFR antisense DNA, EGF816, ASP8273, selatinib, 18F-PEG6-IPQA, lapatinib/trastuzumab, ABT-414, anti-EGFR monoclonal antibody GT-MAB 5.2-GEX, AZD3759, avitinib, PF-06747775, LY3164530, RG 14620, TAK-285, PF-06459988, tyrphostin A30, RG 13022, afatinib/cetuximab, canertinib, gefitinib, neratinib, PD 153035, lapatinib, vandetanib, erlotinib	
NR_047551	 	EGFR-AS1	EGFR antisense RNA 1	Other	other	 	
NM_080732	D	EGLN2	egl-9 family hypoxia-inducible factor 2	Cytoplasm	enzyme	 	
NM_053046	D	EGLN2	egl-9 family hypoxia-inducible factor 2	Cytoplasm	enzyme	 	
NM_001308103	D	EGLN3	egl-9 family hypoxia-inducible factor 3	Cytoplasm	enzyme	 	
NM_022073	D	EGLN3	egl-9 family hypoxia-inducible factor 3	Cytoplasm	enzyme	 	
NR_004428	 	EGOT	eosinophil granule ontogeny transcript (non-protein coding)	Other	other	 	
NM_001964	 	EGR1	early growth response 1	Nucleus	transcription regulator	 	
NM_004430	D	EGR3	early growth response 3	Nucleus	transcription regulator	 	
NM_001199881	D	EGR3	early growth response 3	Nucleus	transcription regulator	 	
NM_001199880	D	EGR3	early growth response 3	Nucleus	transcription regulator	 	
NM_001965	 	EGR4	early growth response 4	Nucleus	transcription regulator	 	
NM_001142616	D	EHBP1	EH domain binding protein 1	Cytoplasm	other	 	
NM_001142615	D	EHBP1	EH domain binding protein 1	Cytoplasm	other	 	
NM_001142614	D	EHBP1	EH domain binding protein 1	Cytoplasm	other	 	
NM_015252	D	EHBP1	EH domain binding protein 1	Cytoplasm	other	 	
NM_001099409	 	EHBP1L1	EH domain binding protein 1 like 1	Other	other	 	
NM_001282445	D	EHD1	EH domain containing 1	Cytoplasm	other	 	
NM_001282444	D	EHD1	EH domain containing 1	Cytoplasm	other	 	
NM_006795	D	EHD1	EH domain containing 1	Cytoplasm	other	 	
NM_014601	 	EHD2	EH domain containing 2	Nucleus	other	 	
NM_139265	 	EHD4	EH domain containing 4	Plasma Membrane	enzyme	 	
NR_120332	 	EHD4-AS1	EHD4 antisense RNA 1	Other	other	 	
NM_012153	D	EHF	ets homologous factor	Nucleus	transcription regulator	 	
NM_001206615	D	EHF	ets homologous factor	Nucleus	transcription regulator	 	
NM_001206616	D	EHF	ets homologous factor	Nucleus	transcription regulator	 	
NM_001966	D	EHHADH	enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase	Cytoplasm	enzyme	 	
NM_001166415	D	EHHADH	enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase	Cytoplasm	enzyme	 	
NR_038990	 	EHHADH-AS1	EHHADH antisense RNA 1	Other	other	 	
NR_024341	 	EHMT1-IT1	EHMT1 intronic transcript 1	Other	other	 	
NM_001289413	D	EHMT2	euchromatic histone-lysine N-methyltransferase 2	Nucleus	transcription regulator	 	
NM_025256	D	EHMT2	euchromatic histone-lysine N-methyltransferase 2	Nucleus	transcription regulator	 	
NM_001318833	D	EHMT2	euchromatic histone-lysine N-methyltransferase 2	Nucleus	transcription regulator	 	
NM_006709	D	EHMT2	euchromatic histone-lysine N-methyltransferase 2	Nucleus	transcription regulator	 	
NM_001290135	D	EI24	etoposide induced 2.4	Other	other	 	
NR_110769	D	EI24	etoposide induced 2.4	Other	other	 	
NM_004879	D	EI24	etoposide induced 2.4	Other	other	 	
NR_110770	D	EI24	etoposide induced 2.4	Other	other	 	
NM_014335	 	EID1	EP300 interacting inhibitor of differentiation 1	Nucleus	transcription regulator	 	
NM_153232	 	EID2	EP300 interacting inhibitor of differentiation 2	Nucleus	other	 	
NM_152361	 	EID2B	EP300 interacting inhibitor of differentiation 2B	Other	other	 	
NM_001008394	 	EID3	EP300 interacting inhibitor of differentiation 3	Cytoplasm	other	 	
NM_005801	 	EIF1	eukaryotic translation initiation factor 1	Cytoplasm	translation regulator	 	
NM_001242483	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001242482	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001242481	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001242486	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_032325	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001242485	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001242484	D	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Nucleus	other	 	
NM_001278612	D	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	Other	translation regulator	 	
NM_004681	D	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	Other	translation regulator	 	
NM_005875	 	EIF1B	eukaryotic translation initiation factor 1B	Cytoplasm	translation regulator	 	
NR_033965	 	EIF1B-AS1	EIF1B antisense RNA 1	Other	other	 	
NM_001134335	D	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	Cytoplasm	kinase	 	
NM_014413	D	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	Cytoplasm	kinase	 	
NM_001313915	D	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Cytoplasm	kinase	 	
NM_004836	D	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Cytoplasm	kinase	 	
NM_001414	 	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	Cytoplasm	translation regulator	 	
NM_015636	D	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	Cytoplasm	other	 	
NM_001034116	D	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	Cytoplasm	other	 	
NM_172195	D	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	Cytoplasm	other	 	
NR_046593	 	EIF2B5-AS1	EIF2B5 antisense RNA 1	Other	other	 	
NM_004094	 	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	Cytoplasm	translation regulator	 	
NM_001415	 	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	Cytoplasm	translation regulator	 	
NM_003750	 	EIF3A	eukaryotic translation initiation factor 3 subunit A	Cytoplasm	other	 	
NM_001037808	D	EIF3C	eukaryotic translation initiation factor 3 subunit C	Other	translation regulator	 	
NM_001199142	D	EIF3C	eukaryotic translation initiation factor 3 subunit C	Other	translation regulator	 	
NM_003752	D	EIF3C	eukaryotic translation initiation factor 3 subunit C	Other	translation regulator	 	
NM_001286478	D	EIF3C	eukaryotic translation initiation factor 3 subunit C	Other	translation regulator	 	
NM_001267574	D	EIF3C	eukaryotic translation initiation factor 3 subunit C	Other	translation regulator	 	
NM_001317857	D	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like	Other	other	 	
NM_001317856	D	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like	Other	other	 	
NM_001099661	D	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like	Other	other	 	
NM_003753	 	EIF3D	eukaryotic translation initiation factor 3 subunit D	Cytoplasm	other	 	
NM_003754	 	EIF3F	eukaryotic translation initiation factor 3 subunit F	Cytoplasm	translation regulator	 	
NM_003757	 	EIF3I	eukaryotic translation initiation factor 3 subunit I	Cytoplasm	translation regulator	 	
NR_003024	 	EIF3IP1	eukaryotic translation initiation factor 3 subunit I pseudogene 1	Other	other	 	
NM_001300992	D	EIF3K	eukaryotic translation initiation factor 3 subunit K	Cytoplasm	translation regulator	 	
NM_013234	D	EIF3K	eukaryotic translation initiation factor 3 subunit K	Cytoplasm	translation regulator	 	
NM_001308393	D	EIF3K	eukaryotic translation initiation factor 3 subunit K	Cytoplasm	translation regulator	 	
NM_001416	D	EIF4A1	eukaryotic translation initiation factor 4A1	Cytoplasm	translation regulator	 	
NM_001204510	D	EIF4A1	eukaryotic translation initiation factor 4A1	Cytoplasm	translation regulator	 	
NM_001967	 	EIF4A2	eukaryotic translation initiation factor 4A2	Cytoplasm	translation regulator	 	
NM_014740	 	EIF4A3	eukaryotic translation initiation factor 4A3	Nucleus	enzyme	 	
NM_001099408	 	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	Other	other	 	
NM_001134651	D	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Cytoplasm	translation regulator	 	
NM_173359	D	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Cytoplasm	translation regulator	 	
NM_001134650	D	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Cytoplasm	translation regulator	 	
NM_001282886	D	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Cytoplasm	translation regulator	 	
NM_001134649	D	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Cytoplasm	translation regulator	 	
NM_004096	 	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	Cytoplasm	translation regulator	 	
NM_019843	D	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	Cytoplasm	translation regulator	 	
NM_001164502	D	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	Cytoplasm	translation regulator	 	
NM_001164501	D	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	Cytoplasm	translation regulator	 	
NM_198241	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_182917	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_198242	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_198244	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_001194947	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_001291157	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_004953	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_001194946	D	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	Cytoplasm	translation regulator	 	
NM_001418	D	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	Cytoplasm	translation regulator	 	
NM_001172705	D	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	Cytoplasm	translation regulator	 	
NM_001042559	D	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	Cytoplasm	translation regulator	 	
NM_022170	D	EIF4H	eukaryotic translation initiation factor 4H	Cytoplasm	translation regulator	 	
NM_031992	D	EIF4H	eukaryotic translation initiation factor 4H	Cytoplasm	translation regulator	 	
NM_001969	D	EIF5	eukaryotic translation initiation factor 5	Cytoplasm	translation regulator	 	
NM_183004	D	EIF5	eukaryotic translation initiation factor 5	Cytoplasm	translation regulator	 	
NM_001143760	D	EIF5A	eukaryotic translation initiation factor 5A	Cytoplasm	translation regulator	 	
NM_001143761	D	EIF5A	eukaryotic translation initiation factor 5A	Cytoplasm	translation regulator	 	
NM_001970	D	EIF5A	eukaryotic translation initiation factor 5A	Cytoplasm	translation regulator	 	
NM_001143762	D	EIF5A	eukaryotic translation initiation factor 5A	Cytoplasm	translation regulator	 	
NM_020390	 	EIF5A2	eukaryotic translation initiation factor 5A2	Cytoplasm	translation regulator	 	
NM_001099692	 	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	Other	other	 	
NM_015904	 	EIF5B	eukaryotic translation initiation factor 5B	Cytoplasm	translation regulator	 	
NM_001267810	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NM_181468	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NM_181466	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NR_052022	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NM_002212	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NR_052023	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NR_052024	D	EIF6	eukaryotic translation initiation factor 6	Cytoplasm	translation regulator	 	
NM_001972	 	ELANE	elastase, neutrophil expressed	Extracellular Space	peptidase	2-O,3-O-desulfated heparin, SERPINA1	
NM_001419	 	ELAVL1	ELAV like RNA binding protein 1	Cytoplasm	other	 	
NM_032281	D	ELAVL3	ELAV like neuron-specific RNA binding protein 3	Nucleus	other	 	
NM_001420	D	ELAVL3	ELAV like neuron-specific RNA binding protein 3	Nucleus	other	 	
NM_001294348	D	ELAVL4	ELAV like neuron-specific RNA binding protein 4	Cytoplasm	other	 	
NM_001144776	D	ELAVL4	ELAV like neuron-specific RNA binding protein 4	Cytoplasm	other	 	
NM_021952	D	ELAVL4	ELAV like neuron-specific RNA binding protein 4	Cytoplasm	other	 	
NM_001144774	D	ELAVL4	ELAV like neuron-specific RNA binding protein 4	Cytoplasm	other	 	
NM_001144775	D	ELAVL4	ELAV like neuron-specific RNA binding protein 4	Cytoplasm	other	 	
NR_110426	 	ELDR	EGFR long non-coding downstream RNA	Other	other	 	
NM_004433	D	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	Nucleus	transcription regulator	 	
NM_001114309	D	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	Nucleus	transcription regulator	 	
NM_001127197	D	ELF4	E74-like factor 4 (ets domain transcription factor)	Nucleus	transcription regulator	 	
NM_001421	D	ELF4	E74-like factor 4 (ets domain transcription factor)	Nucleus	transcription regulator	 	
NM_198381	D	ELF5	E74-like factor 5 (ets domain transcription factor)	Other	transcription regulator	 	
NM_001243081	D	ELF5	E74-like factor 5 (ets domain transcription factor)	Other	transcription regulator	 	
NM_001422	D	ELF5	E74-like factor 5 (ets domain transcription factor)	Other	transcription regulator	 	
NM_001243080	D	ELF5	E74-like factor 5 (ets domain transcription factor)	Other	transcription regulator	 	
NM_001128636	 	ELFN1	extracellular leucine-rich repeat and fibronectin type III domain containing 1	Plasma Membrane	other	 	
