ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001129829	D	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	Plasma Membrane	ion channel	cinnarizine, MEM-1003, amlodipine/olmesartan medoxomil, clevidipine butyrate, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, diltiazem, verapamil, mibefradil, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, ibutilide, trandolapril/verapamil, diltiazem/enalapril	
NM_001129834	D	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	Plasma Membrane	ion channel	cinnarizine, MEM-1003, amlodipine/olmesartan medoxomil, clevidipine butyrate, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, diltiazem, verapamil, mibefradil, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, ibutilide, trandolapril/verapamil, diltiazem/enalapril	
NM_001129839	D	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	Plasma Membrane	ion channel	cinnarizine, MEM-1003, amlodipine/olmesartan medoxomil, clevidipine butyrate, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, diltiazem, verapamil, mibefradil, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, ibutilide, trandolapril/verapamil, diltiazem/enalapril	
NM_199460	D	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	Plasma Membrane	ion channel	cinnarizine, MEM-1003, amlodipine/olmesartan medoxomil, clevidipine butyrate, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, diltiazem, verapamil, mibefradil, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, ibutilide, trandolapril/verapamil, diltiazem/enalapril	
NM_001205293	D	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	Plasma Membrane	ion channel	 	
NM_001205294	D	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	Plasma Membrane	ion channel	 	
NM_000721	D	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	Plasma Membrane	ion channel	 	
NM_000069	 	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	Plasma Membrane	ion channel	cinnarizine, MEM-1003, clevidipine butyrate, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_001302890	D	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, gabapentin, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nitrendipine, amlodipine, nicardipine, nifedipine, pregabalin	
NM_000722	D	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, gabapentin, bepridil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nitrendipine, amlodipine, nicardipine, nifedipine, pregabalin	
NM_201571	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_201596	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_201597	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_001167945	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_201593	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_201572	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_000724	D	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	Plasma Membrane	ion channel	amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/amlodipine, aliskiren/amlodipine/hydrochlorothiazide, nilvadipine, amlodipine/valsartan, amlodipine/perindopril, amlodipine/benazepril, verapamil, mibefradil, enalapril/felodipine, amlodipine/atorvastatin, nisoldipine, isradipine, felodipine, nimodipine, nitrendipine, amlodipine, nicardipine, nifedipine, trandolapril/verapamil	
NM_006078	 	CACNG2	calcium channel, voltage-dependent, gamma subunit 2	Plasma Membrane	ion channel	 	
NM_006539	 	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	Plasma Membrane	ion channel	 	
NM_001007214	D	CACYBP	calcyclin binding protein	Nucleus	other	 	
NM_014412	D	CACYBP	calcyclin binding protein	Nucleus	other	 	
NM_014333	D	CADM1	cell adhesion molecule 1	Plasma Membrane	other	 	
NM_001301044	D	CADM1	cell adhesion molecule 1	Plasma Membrane	other	 	
NM_001098517	D	CADM1	cell adhesion molecule 1	Plasma Membrane	other	 	
NM_001301045	D	CADM1	cell adhesion molecule 1	Plasma Membrane	other	 	
NM_001301043	D	CADM1	cell adhesion molecule 1	Plasma Membrane	other	 	
NM_001167674	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_001167675	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_153184	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_001256504	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_001256503	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_001256502	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NM_001256505	D	CADM2	cell adhesion molecule 2	Plasma Membrane	other	 	
NR_046752	 	CADM2-AS2	CADM2 antisense RNA 2	Other	other	 	
NM_021189	D	CADM3	cell adhesion molecule 3	Plasma Membrane	other	 	
NM_001127173	D	CADM3	cell adhesion molecule 3	Plasma Membrane	other	 	
NR_037870	 	CADM3-AS1	CADM3 antisense RNA 1	Other	other	 	
NM_003716	D	CADPS	Ca++-dependent secretion activator	Plasma Membrane	other	 	
NM_183394	D	CADPS	Ca++-dependent secretion activator	Plasma Membrane	other	 	
NM_183393	D	CADPS	Ca++-dependent secretion activator	Plasma Membrane	other	 	
NM_001009571	D	CADPS2	Ca++-dependent secretion activator 2	Plasma Membrane	other	 	
NM_001167940	D	CADPS2	Ca++-dependent secretion activator 2	Plasma Membrane	other	 	
NM_017954	D	CADPS2	Ca++-dependent secretion activator 2	Plasma Membrane	other	 	
NM_001143682	D	CALCOCO1	calcium binding and coiled-coil domain 1	Nucleus	transcription regulator	 	
NR_026554	D	CALCOCO1	calcium binding and coiled-coil domain 1	Nucleus	transcription regulator	 	
NM_020898	D	CALCOCO1	calcium binding and coiled-coil domain 1	Nucleus	transcription regulator	 	
NM_001261391	D	CALCOCO2	calcium binding and coiled-coil domain 2	Nucleus	other	 	
NM_001261395	D	CALCOCO2	calcium binding and coiled-coil domain 2	Nucleus	other	 	
NM_001261393	D	CALCOCO2	calcium binding and coiled-coil domain 2	Nucleus	other	 	
NM_005831	D	CALCOCO2	calcium binding and coiled-coil domain 2	Nucleus	other	 	
NM_001261390	D	CALCOCO2	calcium binding and coiled-coil domain 2	Nucleus	other	 	
NM_001742	D	CALCR	calcitonin receptor	Plasma Membrane	G-protein coupled receptor	pramlintide	
NM_001164738	D	CALCR	calcitonin receptor	Plasma Membrane	G-protein coupled receptor	pramlintide	
NM_001164737	D	CALCR	calcitonin receptor	Plasma Membrane	G-protein coupled receptor	pramlintide	
NM_033157	D	CALD1	caldesmon 1	Cytoplasm	other	 	
NM_033138	D	CALD1	caldesmon 1	Cytoplasm	other	 	
NM_004342	D	CALD1	caldesmon 1	Cytoplasm	other	 	
NM_033429	D	CALML4	calmodulin like 4	Other	other	 	
NM_001031733	D	CALML4	calmodulin like 4	Other	other	 	
NM_001286694	D	CALML4	calmodulin like 4	Other	other	 	
NR_104583	D	CALML4	calmodulin like 4	Other	other	 	
NM_001286695	D	CALML4	calmodulin like 4	Other	other	 	
NM_145046	 	CALR3	calreticulin 3	Cytoplasm	other	 	
NM_153498	 	CAMK1D	calcium/calmodulin dependent protein kinase ID	Cytoplasm	kinase	 	
NM_020439	 	CAMK1G	calcium/calmodulin-dependent protein kinase IG	Cytoplasm	kinase	 	
NM_015981	D	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha	Cytoplasm	kinase	 	
NM_171825	D	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha	Cytoplasm	kinase	 	
NM_172078	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172079	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_001293170	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172084	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172081	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172080	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172083	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172082	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_001220	D	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	Cytoplasm	kinase	 	
NM_172115	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_172114	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_172128	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_172129	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_172127	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_001221	D	CAMK2D	calcium/calmodulin-dependent protein kinase II delta	Cytoplasm	kinase	 	
NM_001744	 	CAMK4	calcium/calmodulin-dependent protein kinase IV	Nucleus	kinase	 	
NM_024766	 	CAMKMT	calmodulin-lysine N-methyltransferase	Nucleus	other	 	
NM_015447	 	CAMSAP1	calmodulin regulated spectrin associated protein 1	Cytoplasm	other	 	
NM_015215	 	CAMTA1	calmodulin binding transcription activator 1	Other	other	 	
NR_103765	 	CAND1.11	uncharacterized LOC100130460	Other	other	 	
NM_001159773	D	CANT1	calcium activated nucleotidase 1	Extracellular Space	enzyme	 	
NM_138793	D	CANT1	calcium activated nucleotidase 1	Extracellular Space	enzyme	 	
NM_001159772	D	CANT1	calcium activated nucleotidase 1	Extracellular Space	enzyme	 	
NM_007058	 	CAPN11	calpain 11	Cytoplasm	peptidase	 	
NM_144575	 	CAPN13	calpain 13	Other	other	 	
NM_001145122	 	CAPN14	calpain 14	Other	other	 	
NM_001302633	D	CAPNS1	calpain, small subunit 1	Cytoplasm	peptidase	 	
NM_001302632	D	CAPNS1	calpain, small subunit 1	Cytoplasm	peptidase	 	
NM_001749	D	CAPNS1	calpain, small subunit 1	Cytoplasm	peptidase	 	
NM_001003962	D	CAPNS1	calpain, small subunit 1	Cytoplasm	peptidase	 	
NM_005898	D	CAPRIN1	cell cycle associated protein 1	Plasma Membrane	other	 	
NM_203364	D	CAPRIN1	cell cycle associated protein 1	Plasma Membrane	other	 	
NM_080590	D	CAPS	calcyphosine	Cytoplasm	other	 	
NM_004058	D	CAPS	calcyphosine	Cytoplasm	other	 	
NM_001286548	D	CAPS2	calcyphosine 2	Other	other	 	
NM_001286549	D	CAPS2	calcyphosine 2	Other	other	 	
NM_033328	 	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	Cytoplasm	other	 	
NM_004930	D	CAPZB	capping protein (actin filament) muscle Z-line, beta	Cytoplasm	other	 	
NM_001282162	D	CAPZB	capping protein (actin filament) muscle Z-line, beta	Cytoplasm	other	 	
NM_001206540	D	CAPZB	capping protein (actin filament) muscle Z-line, beta	Cytoplasm	other	 	
NM_001206541	D	CAPZB	capping protein (actin filament) muscle Z-line, beta	Cytoplasm	other	 	
NM_001313932	D	CAPZB	capping protein (actin filament) muscle Z-line, beta	Cytoplasm	other	 	
NM_032587	 	CARD6	caspase recruitment domain family member 6	Cytoplasm	other	 	
NM_052813	D	CARD9	caspase recruitment domain family member 9	Cytoplasm	other	 	
NM_052814	D	CARD9	caspase recruitment domain family member 9	Cytoplasm	other	 	
NM_152420	 	CARNMT1	carnosine N-methyltransferase 1	Other	enzyme	 	
NM_020811	D	CARNS1	carnosine synthase 1	Cytoplasm	enzyme	 	
NM_001166222	D	CARNS1	carnosine synthase 1	Cytoplasm	enzyme	 	
NR_015410	 	CASC15	cancer susceptibility candidate 15 (non-protein coding)	Other	other	 	
NR_104152	 	CASC17	cancer susceptibility candidate 17 (non-protein coding)	Other	other	 	
NR_026940	D	CASC2	cancer susceptibility candidate 2 (non-protein coding)	Other	other	 	
NR_026939	D	CASC2	cancer susceptibility candidate 2 (non-protein coding)	Other	other	 	
NR_026941	D	CASC2	cancer susceptibility candidate 2 (non-protein coding)	Other	other	 	
NR_109953	 	CASC20	cancer susceptibility candidate 20 (non-protein coding)	Other	other	 	
NM_001224	D	CASP2	caspase 2	Cytoplasm	peptidase	 	
NM_032983	D	CASP2	caspase 2	Cytoplasm	peptidase	 	
NM_032982	D	CASP2	caspase 2	Cytoplasm	peptidase	 	
NM_001231	 	CASQ1	calsequestrin 1	Cytoplasm	other	 	
NM_000388	D	CASR	calcium-sensing receptor	Plasma Membrane	G-protein coupled receptor	cinacalcet	
NM_001178065	D	CASR	calcium-sensing receptor	Plasma Membrane	G-protein coupled receptor	cinacalcet	
NM_024764	 	CATSPERB	catsper channel auxiliary subunit beta	Plasma Membrane	other	 	
NM_005188	 	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	Nucleus	transcription regulator	 	
NM_170662	 	CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase	Nucleus	other	 	
NR_024199	D	CBLL1	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase	Nucleus	enzyme	 	
NM_001284291	D	CBLL1	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase	Nucleus	enzyme	 	
NM_024814	D	CBLL1	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase	Nucleus	enzyme	 	
NM_001039771	 	CBLN3	cerebellin 3 precursor	Extracellular Space	other	 	
NM_080617	 	CBLN4	cerebellin 4 precursor	Extracellular Space	other	 	
NM_001178008	D	CBS/CBSL	cystathionine-beta-synthase	Cytoplasm	enzyme	 	
NM_000071	D	CBS/CBSL	cystathionine-beta-synthase	Cytoplasm	enzyme	 	
NM_001178009	D	CBS/CBSL	cystathionine-beta-synthase	Cytoplasm	enzyme	 	
NM_001085457	 	CBWD3/CBWD6	COBW domain containing 3	Other	other	 	
NM_001286836	 	CBWD5	COBW domain containing 5	Other	other	 	
NM_032449	 	CC2D1B	coiled-coil and C2 domain containing 1B	Nucleus	transcription regulator	 	
NM_133459	 	CCBE1	collagen and calcium binding EGF domains 1	Extracellular Space	other	 	
NM_004059	D	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Cytoplasm	enzyme	 	
NM_001122672	D	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Cytoplasm	enzyme	 	
NM_001122671	D	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Cytoplasm	enzyme	 	
NR_109829	D	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Cytoplasm	enzyme	 	
NM_001287390	D	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	Cytoplasm	enzyme	 	
NM_174923	D	CCDC107	coiled-coil domain containing 107	Other	other	 	
NM_001195200	D	CCDC107	coiled-coil domain containing 107	Other	other	 	
NM_001195201	D	CCDC107	coiled-coil domain containing 107	Other	other	 	
